iter	Logloss
318	0.41281557
319	0.412706486
320	0.4126225433
321	0.4125465714
322	0.4124423311
323	0.4123374797
324	0.4122210893
325	0.412096437
326	0.4119849339
327	0.4118542884
328	0.4117757133
329	0.411762021
330	0.4116754744
331	0.4115382812
332	0.4114220702
333	0.41136547
334	0.4112360565
335	0.411138513
336	0.4110552508
337	0.4109424388
338	0.4108481951
339	0.410751552
340	0.41066185
341	0.4105504132
342	0.4104810491
343	0.4103419731
344	0.4102121299
345	0.4100930792
346	0.4100086287
347	0.4098826897
348	0.4097942117
349	0.4096818284
350	0.409574946
351	0.4094757787
352	0.4093729158
353	0.4093075212
354	0.4091910307
355	0.4091227518
356	0.4090397727
357	0.4089639591
358	0.4088285286
359	0.4087340502
360	0.4086401864
361	0.408543189
362	0.4084426713
363	0.4083162163
364	0.4082285906
365	0.4081503104
366	0.4080601469
367	0.4080399537
368	0.4079252339
369	0.407835947
370	0.4077274846
371	0.4076520374
372	0.4075668081
373	0.4074430407
374	0.407347809
375	0.4072320204
376	0.4071258565
377	0.4070140873
378	0.4068881987
379	0.4068130159
380	0.4067530452
381	0.4067343583
382	0.4066802473
383	0.4065769151
384	0.4065102698
385	0.4064069884
386	0.4063003394
387	0.4061810035
388	0.4061028061
389	0.4060176556
390	0.4059197624
391	0.4058334069
392	0.4057409763
393	0.4056471476
394	0.4055813362
395	0.405477819
396	0.4054119515
397	0.4053243819
398	0.4052491161
399	0.405173531
400	0.4050821118
401	0.4049887704
402	0.4048909883
403	0.4048261225
404	0.4047424228
405	0.4046695125
406	0.4045753647
407	0.4044692899
408	0.4043461815
409	0.4042328809
410	0.4041344764
411	0.40402979
412	0.4039287176
413	0.4038363037
414	0.4037332091
415	0.4036329287
416	0.4035210829
417	0.4034413306
418	0.4033198921
419	0.4032069628
420	0.4031123754
421	0.403039545
422	0.4029494276
423	0.402880593
424	0.4028024799
425	0.4026763137
426	0.4025730642
427	0.4024812648
428	0.4024275333
429	0.4023336562
430	0.4022599214
431	0.402180798
432	0.4021111568
433	0.4020319886
434	0.4019545009
435	0.4018663713
436	0.4017686389
437	0.4016797507
438	0.4016193451
439	0.4015616954
440	0.4014700263
441	0.4014542237
442	0.4013446301
443	0.4012602583
444	0.4012188679
445	0.4011650529
446	0.4010704514
447	0.4009674156
448	0.4009250129
449	0.4007996224
450	0.4006555102
451	0.4005771483
452	0.4005188193
453	0.4004696847
454	0.4003701525
455	0.4002835172
456	0.4002228575
457	0.4001033058
458	0.3999938275
459	0.3999722269
460	0.3998656289
461	0.399784277
462	0.3997308181
463	0.3996657841
464	0.3995599212
465	0.399462273
466	0.3993944825
467	0.3992874012
468	0.3991613564
469	0.3990725492
470	0.398972826
471	0.3989001526
472	0.3988049818
473	0.3987132167
474	0.3986349121
475	0.3985379546
476	0.398433849
477	0.3984233079
478	0.3983521845
479	0.3982625617
480	0.3981653993
481	0.3980720366
482	0.3980318884
483	0.3979116466
484	0.3977998444
485	0.3977324598
486	0.3976812118
487	0.3976000227
488	0.3975135872
489	0.3974499286
490	0.3973895973
491	0.397341177
492	0.3972399607
493	0.3972034134
494	0.3971221945
495	0.3970240904
496	0.3969436927
497	0.3968815061
498	0.3968141725
499	0.3967727211
500	0.3967160091
501	0.3966494678
502	0.3965513521
503	0.3964515888
504	0.3964139882
505	0.3963451911
506	0.3962499248
507	0.3961909291
508	0.3961176106
509	0.3960516228
510	0.3959501734
511	0.3958617782
512	0.3957580087
513	0.3956847383
514	0.3955856915
515	0.3955478394
516	0.3954435171
517	0.3953774173
518	0.3952984741
519	0.3952271184
520	0.3951554207
521	0.3950841999
522	0.3950010398
523	0.3949144991
524	0.3948189538
525	0.3947082799
526	0.3946061646
527	0.3945332759
528	0.3944196433
529	0.394334041
530	0.3942424096
531	0.3941982015
532	0.3940699489
533	0.3939893245
534	0.3938908118
535	0.3937852087
536	0.3937548562
537	0.3936594789
538	0.3935870311
539	0.3934817961
540	0.3933886308
541	0.3932639949
542	0.3932035891
543	0.3931199244
544	0.3930484301
545	0.3929791179
546	0.3928925679
547	0.3927785832
548	0.3927026071
549	0.3925818275
550	0.3924924234
551	0.3924067904
552	0.3923029692
553	0.3922449365
554	0.3921471064
555	0.3920086635
556	0.3919037311
557	0.3918062278
558	0.3917129902
559	0.3916347781
560	0.3915306883
561	0.3914375513
562	0.3913405178
563	0.3912493399
564	0.3911349308
565	0.3910292544
566	0.3909227475
567	0.390861356
568	0.3908077606
569	0.3906893667
570	0.390599783
571	0.3905353417
572	0.3905155972
573	0.3904160073
574	0.3903374515
575	0.3902385361
576	0.3901524223
577	0.3900987969
578	0.3899980523
579	0.3899624718
580	0.3898600698
581	0.389820637
582	0.3898076841
583	0.3897480876
584	0.3896465214
585	0.3895536588
586	0.3895041361
587	0.3894065731
588	0.3892810342
589	0.3892232697
590	0.3891412509
591	0.389057701
592	0.3889683789
593	0.388889348
594	0.3888166782
595	0.3887587616
596	0.3886771435
597	0.3885977171
598	0.3884864755
599	0.388431412
600	0.3884103588
601	0.3883458749
602	0.3882466139
603	0.3881594425
604	0.3880917032
605	0.38800082
606	0.3879333527
607	0.3878634551
608	0.3877944095
609	0.3876901116
610	0.3876458628
611	0.3875679674
612	0.3874783042
613	0.3873946553
614	0.3873694012
615	0.3872722703
616	0.3871754636
617	0.3871254495
618	0.3870926505
619	0.3870040904
620	0.3869512401
621	0.386836623
622	0.3867748788
623	0.386713039
624	0.386636761
625	0.3865552595
626	0.3864553237
627	0.3863888043
628	0.3863050127
629	0.3862251991
630	0.3861534672
631	0.386074647
632	0.3859457381
633	0.3858523647
634	0.3858147186
635	0.3856990615
636	0.3856242203
637	0.385538726
638	0.3854526549
639	0.3853754049
640	0.3852986063
641	0.3852267084
642	0.3851674671
643	0.3850810348
644	0.3849990239
645	0.3849142911
646	0.3848311954
647	0.3847043719
648	0.3846176597
649	0.3845423808
650	0.3844936486
651	0.384401963
652	0.3843234473
653	0.3842539558
654	0.3841586499
655	0.3840908143
656	0.3840493517
657	0.3839829684
658	0.3839239781
659	0.3838408447
660	0.383793683
661	0.3836916307
662	0.3836194152
663	0.3835189077
664	0.383441378
665	0.383387673
666	0.3833177464
667	0.3832159424
668	0.3831314458
669	0.3830459971
670	0.3830095687
671	0.3829635607
672	0.3829152475
673	0.3828160184
674	0.3827155565
675	0.3826406299
676	0.3825885033
677	0.3825123907
678	0.3824161485
679	0.3823191225
680	0.3822220396
681	0.3821181233
682	0.3820556823
683	0.3819512851
684	0.3818702297
685	0.3818441075
686	0.3817982144
687	0.381738503
688	0.3816337296
689	0.3815771696
690	0.3814987518
691	0.3814195281
692	0.3813056573
693	0.3812228416
694	0.3811532272
695	0.3810354166
696	0.3809944536
697	0.380911863
698	0.3808289174
699	0.3807551085
700	0.3806678569
701	0.380584807
702	0.3805391808
703	0.3804595475
704	0.3803911908
705	0.380337654
706	0.3802611841
707	0.3802002527
708	0.3801520493
709	0.3801097482
710	0.3800149925
711	0.379930418
712	0.3798622644
713	0.3797935195
714	0.3796947364
715	0.3796482343
716	0.3796014597
717	0.3795573879
718	0.3794782491
719	0.3793843331
720	0.3793532008
721	0.3792847483
722	0.3792204594
723	0.3791226177
724	0.3790554712
725	0.378997568
726	0.37891937
727	0.3788247892
728	0.3787219782
729	0.3786752434
730	0.3786116061
731	0.3785752633
732	0.3784621538
733	0.3784118111
734	0.3783474566
735	0.3782518296
736	0.3781805567
737	0.3781710944
738	0.3780927882
739	0.378053139
740	0.3779709693
741	0.377907267
742	0.3778138101
743	0.3777266917
744	0.3776368149
745	0.3775489653
746	0.3774876343
747	0.3773961819
748	0.3773145121
749	0.3772547872
750	0.3772205729
751	0.3771536671
752	0.3770952977
753	0.3770525318
754	0.3769726004
755	0.3768947334
756	0.3768067875
757	0.3767437137
758	0.3766973184
759	0.3766303162
760	0.3765572221
761	0.376523061
762	0.376458525
763	0.3763584887
764	0.3763177748
765	0.376218863
766	0.3761658158
767	0.3761104178
768	0.3760615519
769	0.3760241035
770	0.3759846454
771	0.3759070117
772	0.375848884
773	0.3757709583
774	0.3756809289
775	0.3755854306
776	0.3755210934
777	0.3754861341
778	0.3753913973
779	0.3752968064
780	0.3752379307
781	0.3752064138
782	0.3751765821
783	0.3751228158
784	0.3750300735
785	0.3749709762
786	0.3748814417
787	0.3747997351
788	0.3747404965
789	0.3746623871
790	0.3745836206
791	0.3745300626
792	0.3744712594
793	0.3743835212
794	0.3742854692
795	0.3742112878
796	0.3741746672
797	0.3741183128
798	0.3740362595
799	0.3739528939
800	0.3738895716
801	0.3738258892
802	0.3737779715
803	0.3737124247
804	0.3736659065
805	0.3735887901
806	0.3735582192
807	0.3734697683
808	0.3734099072
809	0.3733271248
810	0.3732255643
811	0.3731480268
812	0.3730974011
813	0.3730170714
814	0.3729665419
815	0.3729113334
816	0.3728226049
817	0.3727650433
818	0.372729875
819	0.372686796
820	0.3726641193
821	0.3725727224
822	0.3725225316
823	0.3724708964
824	0.3723962187
825	0.3723375302
826	0.3722670851
827	0.3721945461
828	0.3721632884
829	0.3720795867
830	0.3720399216
831	0.3719595173
832	0.3718659372
833	0.3718180728
834	0.3717784346
835	0.3717391758
836	0.3716505144
837	0.3715630028
838	0.3714791109
839	0.3714029479
840	0.3713416529
841	0.3712627045
842	0.3711701363
843	0.3710973974
844	0.3710440211
845	0.3709776464
846	0.3709159614
847	0.3708328492
848	0.370792957
849	0.3707265151
850	0.3706537627
851	0.3706273067
852	0.370584864
853	0.370508044
854	0.3704388893
855	0.3703590539
856	0.3702868322
857	0.3702379722
858	0.3701637149
859	0.3701155676
860	0.3700558562
861	0.3699858336
862	0.3699167401
863	0.3698606475
864	0.3698213188
865	0.369758189
866	0.3696757486
867	0.3695958751
868	0.3695112608
869	0.3694523878
870	0.3694203969
871	0.3693162674
872	0.3692609547
873	0.369236976
874	0.3692025507
875	0.3691680373
876	0.3690779351
877	0.3690142852
878	0.368936683
879	0.3689160852
880	0.3688146708
881	0.3687640886
882	0.3686699016
883	0.3685992192
884	0.3685436513
885	0.3685063684
886	0.3683992932
887	0.3683196873
888	0.3682294123
889	0.3682029524
890	0.36813057
891	0.3680805583
892	0.3680596
893	0.3679599532
894	0.3678928386
895	0.3678351156
896	0.3677478994
897	0.3676801386
898	0.3675963098
899	0.3675155043
900	0.3674394233
901	0.3673712205
902	0.3672846386
903	0.3672271765
904	0.3671989927
905	0.3671418346
906	0.367065413
907	0.366985151
908	0.3668908101
909	0.3668358311
910	0.3668121674
911	0.366754817
912	0.3666754181
913	0.3665863768
914	0.3665058613
915	0.3664421093
916	0.366376739
917	0.3662690532
918	0.3661826383
919	0.3660961577
920	0.366027732
921	0.3659868296
922	0.3659215818
923	0.3658261213
924	0.3657323324
925	0.3656416468
926	0.3655537452
927	0.3654688878
928	0.3653933695
929	0.3653447923
930	0.3652436883
931	0.365178474
932	0.3651215091
933	0.3650947019
934	0.3650326697
935	0.365000815
936	0.3649673312
937	0.3648947246
938	0.3648321757
939	0.364794095
940	0.3647673066
941	0.3647157116
942	0.364645049
943	0.3646172403
944	0.3645299499
945	0.3645014345
946	0.3644464287
947	0.3643956627
948	0.3643515311
949	0.3642695947
950	0.3642036997
951	0.3641407192
952	0.3640453091
953	0.3639580407
954	0.3639019584
955	0.3638221606
956	0.3637753353
957	0.3637280933
958	0.3636767185
959	0.3636100497
960	0.3635250641
961	0.3634503428
962	0.3633849505
963	0.3633025103
964	0.3632749314
965	0.363212692
966	0.3631469714
967	0.3631142727
968	0.3630330989
969	0.3630092923
970	0.3629260752
971	0.3628603792
972	0.3628167788
973	0.3627784144
974	0.3627219754
975	0.3626546618
976	0.3625555212
977	0.3624636472
978	0.3623783055
979	0.3623292421
980	0.362266277
981	0.3621598592
982	0.3620773469
983	0.3619856646
984	0.3618983103
985	0.3618411924
986	0.3617519134
987	0.3616706577
988	0.3615907064
989	0.3615254985
990	0.3614693071
991	0.3613969286
992	0.3613453911
993	0.3613132519
994	0.3612399121
995	0.3611686811
996	0.3610913412
997	0.3610249647
998	0.3609632219
999	0.3608838074
1000	0.3608130593
1001	0.3607370815
1002	0.3606718779
1003	0.3606314528
1004	0.3605482502
1005	0.3605123333
1006	0.3604569311
1007	0.3603767083
1008	0.3602987201
1009	0.3602268353
1010	0.3601516522
1011	0.3600719201
1012	0.3599931707
1013	0.3599925539
1014	0.3599535297
1015	0.3599036158
1016	0.359893335
1017	0.3598370571
1018	0.3597407287
1019	0.359667388
1020	0.3596040193
1021	0.3595767341
1022	0.3595556878
1023	0.3594931756
1024	0.3594579319
1025	0.3594205942
1026	0.3594124419
1027	0.3593505511
1028	0.3592867601
1029	0.3592503946
1030	0.3591647422
1031	0.3591361379
1032	0.359041361
1033	0.3589651278
1034	0.3588705612
1035	0.3587926682
1036	0.3587577022
1037	0.3587404941
1038	0.3587089852
1039	0.3586250874
1040	0.3585861994
1041	0.3584985288
1042	0.3584123112
1043	0.3583170695
1044	0.3582718748
1045	0.3581948068
1046	0.3581085332
1047	0.3580316012
1048	0.3580256033
1049	0.3579706007
1050	0.3579040258
1051	0.3578584718
1052	0.3577903578
1053	0.35773698
1054	0.3576699969
1055	0.3575794735
1056	0.3574937678
1057	0.3574121022
1058	0.3573802797
1059	0.3573364655
1060	0.3572580953
1061	0.3571934534
1062	0.3571289159
1063	0.3570586123
1064	0.3569709211
1065	0.3569219058
1066	0.3568636847
1067	0.3567831486
1068	0.3566928504
1069	0.3566494328
1070	0.3565611392
1071	0.356509866
1072	0.3564496845
1073	0.3563874213
1074	0.3563156955
1075	0.3562691866
1076	0.3561960816
1077	0.356143764
1078	0.3560856975
1079	0.3560042418
1080	0.3559199754
1081	0.3558644463
1082	0.3558386501
1083	0.3557603596
1084	0.3556846164
1085	0.3556143372
1086	0.3555593231
1087	0.3554958807
1088	0.355443019
1089	0.3553456443
1090	0.3552542558
1091	0.3551784576
1092	0.3551575001
1093	0.3550766643
1094	0.35499541
1095	0.3549247479
1096	0.3548395902
1097	0.3547712489
1098	0.3546935477
1099	0.3546285737
